,date,vader_prediction,sentiment
254,2021-09-14,-0.001440000000000005,neutral
255,2021-09-15,0.22138,positive
256,2021-09-16,0.02984,neutral
257,2021-09-17,0.12024285714285712,positive
258,2021-09-18,0.100475,positive
259,2021-09-19,0.29278,positive
260,2021-09-20,-0.05167777777777779,negative
261,2021-09-21,0.030588888888888888,neutral
262,2021-09-22,0.0909857142857143,positive
263,2021-09-23,0.03078888888888889,neutral
264,2021-09-24,0.035699999999999996,neutral
265,2021-09-25,0.06960000000000001,positive
266,2021-09-26,-0.056533333333333345,negative
267,2021-09-27,0.15095555555555557,positive
268,2021-09-28,0.02263,neutral
269,2021-09-29,-0.028,neutral
270,2021-09-30,0.0405875,neutral
271,2021-10-01,0.19935714285714284,positive
272,2021-10-02,0.33844,positive
273,2021-10-03,0.0,neutral
274,2021-10-04,0.14472857142857146,positive
275,2021-10-05,0.16762,positive
276,2021-10-06,0.26139999999999997,positive
277,2021-10-07,0.102675,positive
278,2021-10-08,-0.07755,negative
279,2021-10-09,0.0,neutral
280,2021-10-10,0.12040000000000001,positive
281,2021-10-11,0.05505,positive
282,2021-10-12,0.19353333333333333,positive
283,2021-10-13,0.10302,positive
284,2021-10-14,0.008044444444444441,neutral
285,2021-10-15,0.20558,positive
286,2021-10-16,0.0,neutral
287,2021-10-17,0.11315,positive
288,2021-10-18,0.16766666666666666,positive
289,2021-10-19,0.112425,positive
290,2021-10-20,-0.1197125,negative
291,2021-10-21,0.047880000000000006,neutral
292,2021-10-22,0.017159999999999998,neutral
293,2021-10-23,0.15415,positive
294,2021-10-24,0.0,neutral
295,2021-10-25,0.1912888888888889,positive
296,2021-10-26,0.08085,positive
297,2021-10-27,-0.06077777777777777,negative
298,2021-10-28,0.07992000000000002,positive
299,2021-10-29,0.04078000000000002,neutral
300,2021-10-30,-0.07152222222222221,negative
301,2021-10-31,0.011949999999999981,neutral
302,2021-11-01,0.34236363636363637,positive
303,2021-11-02,0.13774999999999998,positive
304,2021-11-03,-0.03572222222222224,neutral
305,2021-11-04,0.1339,positive
306,2021-11-05,-0.042499999999999996,neutral
307,2021-11-06,0.09034,positive
308,2021-11-07,0.17243999999999998,positive
309,2021-11-08,0.05954444444444445,positive
310,2021-11-09,0.023539999999999995,neutral
311,2021-11-10,-0.03551,neutral
312,2021-11-11,0.10672500000000001,positive
313,2021-11-12,0.07937499999999999,positive
314,2021-11-13,-0.08003333333333333,negative
315,2021-11-14,0.0,neutral
316,2021-11-15,0.12576666666666667,positive
317,2021-11-16,0.05823333333333333,positive
318,2021-11-17,0.20777,positive
319,2021-11-18,0.06185,positive
320,2021-11-19,-0.030139999999999993,neutral
321,2021-11-20,0.07636,positive
322,2021-11-21,0.3163,positive
323,2021-11-22,-0.11538,negative
324,2021-11-23,-0.010133333333333334,neutral
325,2021-11-24,0.0288,neutral
326,2021-11-25,0.06373333333333332,positive
327,2021-11-26,-0.035339999999999996,neutral
328,2021-11-27,-0.10446,negative
329,2021-11-28,0.10606666666666666,positive
330,2021-11-29,-0.020187500000000004,neutral
331,2021-11-30,0.047677777777777784,neutral
332,2021-12-01,0.10963333333333333,positive
333,2021-12-02,0.0046750000000000055,neutral
334,2021-12-03,0.06554285714285714,positive
335,2021-12-04,-0.08956,negative
336,2021-12-05,0.1291625,positive
337,2021-12-06,0.023944444444444442,neutral
338,2021-12-07,-0.006599999999999998,neutral
339,2021-12-08,0.06158000000000001,positive
340,2021-12-09,0.1467625,positive
341,2021-12-10,0.16225,positive
342,2021-12-11,0.07923333333333334,positive
343,2021-12-12,-0.032,neutral
344,2021-12-13,0.1043,positive
345,2021-12-14,0.056125,positive
346,2021-12-15,-0.011199999999999998,neutral
347,2021-12-16,-0.06227999999999999,negative
348,2021-12-17,0.0177,neutral
349,2021-12-18,-0.23534999999999998,negative
350,2021-12-19,-0.04767500000000002,neutral
351,2021-12-20,-0.11298888888888887,negative
352,2021-12-21,0.07922,positive
353,2021-12-22,0.046411111111111104,neutral
354,2021-12-23,0.15916000000000002,positive
355,2021-12-24,0.022739999999999996,neutral
356,2021-12-25,0.0,neutral
357,2021-12-26,0.1101,positive
358,2021-12-27,0.024530000000000007,neutral
359,2021-12-28,-0.05875999999999999,negative
360,2021-12-29,0.014440000000000003,neutral
361,2021-12-30,0.13113333333333332,positive
362,2021-12-31,0.02317777777777778,neutral
363,2022-01-01,0.0,neutral
364,2022-01-02,0.11901666666666667,positive
365,2022-01-03,0.1421777777777778,positive
366,2022-01-04,0.013949999999999997,neutral
367,2022-01-05,0.04404,neutral
368,2022-01-06,0.02482,neutral
369,2022-01-07,0.069925,positive
370,2022-01-08,0.05103333333333334,positive
371,2022-01-09,-0.35015,negative
372,2022-01-10,0.1917125,positive
373,2022-01-11,0.1505888888888889,positive
374,2022-01-12,0.025144444444444445,neutral
375,2022-01-13,0.10554444444444444,positive
376,2022-01-14,0.19821111111111112,positive
377,2022-01-15,0.2359777777777778,positive
378,2022-01-16,0.17912999999999998,positive
379,2022-01-17,0.09052222222222223,positive
380,2022-01-18,0.17856666666666665,positive
381,2022-01-19,0.10558000000000001,positive
382,2022-01-20,0.04018000000000001,neutral
383,2022-01-21,-0.03955999999999998,neutral
384,2022-01-22,0.2150875,positive
385,2022-01-23,-0.291075,negative
386,2022-01-24,0.0522,positive
387,2022-01-25,0.22346000000000005,positive
388,2022-01-26,0.17344444444444443,positive
389,2022-01-27,0.13179,positive
390,2022-01-28,0.08252222222222222,positive
391,2022-01-29,0.032771428571428576,neutral
392,2022-01-30,0.15071428571428572,positive
393,2022-01-31,0.016633333333333333,neutral
394,2022-02-01,-0.005790000000000006,neutral
395,2022-02-02,0.14284444444444444,positive
396,2022-02-03,0.24492000000000003,positive
397,2022-02-04,0.04218000000000001,neutral
398,2022-02-05,0.22378333333333333,positive
399,2022-02-06,0.60835,positive
400,2022-02-07,0.048933333333333336,neutral
401,2022-02-08,0.14817777777777777,positive
402,2022-02-09,-0.04515,neutral
403,2022-02-10,0.16279,positive
404,2022-02-11,-0.0013222222222222123,neutral
405,2022-02-12,0.09531428571428571,positive
406,2022-02-13,0.2005,positive
407,2022-02-14,0.05001250000000001,positive
408,2022-02-15,0.20137,positive
409,2022-02-16,0.01610000000000001,neutral
410,2022-02-17,0.023060000000000004,neutral
411,2022-02-18,0.03568571428571428,neutral
412,2022-02-19,0.07457142857142858,positive
413,2022-02-20,-0.06735714285714285,negative
414,2022-02-21,0.14654,positive
415,2022-02-22,0.003050000000000003,neutral
416,2022-02-23,-0.03002222222222222,neutral
417,2022-02-24,-0.06527000000000001,negative
418,2022-02-25,0.2844,positive
419,2022-02-26,-0.23653333333333335,negative
420,2022-02-27,0.0,neutral
421,2022-02-28,0.04394999999999999,neutral
422,2022-03-01,0.1758222222222222,positive
423,2022-03-02,0.20789999999999997,positive
424,2022-03-03,0.1133,positive
425,2022-03-04,0.15442,positive
426,2022-03-05,0.14995,positive
427,2022-03-06,0.0772,positive
428,2022-03-07,0.07937000000000001,positive
429,2022-03-08,-0.04019,neutral
430,2022-03-09,0.09422222222222222,positive
431,2022-03-10,-0.04171111111111111,neutral
432,2022-03-11,0.26124444444444445,positive
433,2022-03-12,0.03681428571428571,neutral
434,2022-03-13,0.0837,positive
435,2022-03-14,0.02023,neutral
436,2022-03-15,-0.05600000000000001,negative
437,2022-03-16,0.02429,neutral
438,2022-03-17,0.16285555555555556,positive
439,2022-03-18,0.18911,positive
440,2022-03-19,0.23616249999999997,positive
441,2022-03-20,0.09555,positive
442,2022-03-21,0.03105555555555556,neutral
443,2022-03-22,0.17005555555555554,positive
444,2022-03-23,0.055689999999999996,positive
445,2022-03-24,0.10825,positive
446,2022-03-25,0.12148,positive
447,2022-03-26,-0.08144,negative
448,2022-03-27,0.0,neutral
449,2022-03-28,-0.024879999999999996,neutral
450,2022-03-29,0.008479999999999998,neutral
451,2022-03-30,-0.024639999999999995,neutral
452,2022-03-31,0.05209999999999999,positive
453,2022-04-01,-0.04751249999999999,neutral
454,2022-04-02,0.07554999999999999,positive
455,2022-04-03,0.14353333333333335,positive
456,2022-04-04,0.03434,neutral
457,2022-04-05,-0.02467777777777778,neutral
458,2022-04-06,-0.07675,negative
459,2022-04-07,0.08982,positive
460,2022-04-08,0.11442999999999999,positive
461,2022-04-09,0.07355,positive
462,2022-04-10,0.189,positive
463,2022-04-11,0.021140000000000003,neutral
464,2022-04-12,0.11198999999999999,positive
465,2022-04-13,-0.15864444444444445,negative
466,2022-04-14,0.03423,neutral
467,2022-04-15,-0.04581999999999999,neutral
468,2022-04-16,0.008300000000000002,neutral
469,2022-04-17,0.09837,positive
470,2022-04-18,0.02862,neutral
471,2022-04-19,-0.13055555555555556,negative
472,2022-04-20,0.22812000000000002,positive
473,2022-04-21,0.15464,positive
474,2022-04-22,0.12808999999999998,positive
475,2022-04-23,-0.028788888888888888,neutral
476,2022-04-24,0.021224999999999994,neutral
477,2022-04-25,0.028029999999999992,neutral
478,2022-04-26,0.14867,positive
479,2022-04-27,0.06599999999999999,positive
480,2022-04-28,0.004829999999999998,neutral
481,2022-04-29,0.28049999999999997,positive
482,2022-04-30,0.14625555555555556,positive
483,2022-05-01,0.08624285714285715,positive
484,2022-05-02,0.12310000000000001,positive
485,2022-05-03,0.0664777777777778,positive
486,2022-05-04,0.01731,neutral
487,2022-05-05,0.16498,positive
488,2022-05-06,0.1786333333333333,positive
489,2022-05-07,-0.043925000000000006,neutral
490,2022-05-08,0.1024375,positive
491,2022-05-09,-0.10817999999999998,negative
492,2022-05-10,0.03504,neutral
493,2022-05-11,-0.04123,neutral
494,2022-05-12,-0.06246999999999999,negative
495,2022-05-13,0.09876,positive
496,2022-05-14,-0.0437,neutral
497,2022-05-15,-0.10943333333333333,negative
498,2022-05-16,0.021540000000000004,neutral
499,2022-05-17,-0.1485,negative
500,2022-05-18,0.035800000000000005,neutral
501,2022-05-19,0.03477500000000001,neutral
502,2022-05-20,0.04755,neutral
503,2022-05-21,-0.26243999999999995,negative
504,2022-05-22,0.19002857142857144,positive
505,2022-05-23,0.15565,positive
506,2022-05-24,0.23486,positive
507,2022-05-25,-0.05054444444444444,negative
508,2022-05-26,0.27453000000000005,positive
509,2022-05-27,0.19428,positive
510,2022-05-28,0.007711111111111105,neutral
511,2022-05-29,0.062188888888888884,positive
512,2022-05-30,0.02776666666666666,neutral
513,2022-05-31,-0.07587999999999999,negative
514,2022-06-01,-0.0049555555555555585,neutral
515,2022-06-02,0.16929999999999998,positive
516,2022-06-03,0.2692111111111111,positive
517,2022-06-04,-0.04532499999999999,neutral
518,2022-06-05,0.0536888888888889,positive
519,2022-06-06,-0.09933,negative
520,2022-06-07,0.0005200000000000094,neutral
521,2022-06-08,0.015149999999999997,neutral
522,2022-06-09,0.11726666666666666,positive
523,2022-06-10,0.1422,positive
524,2022-06-11,-0.049370000000000004,neutral
525,2022-06-12,0.09602222222222223,positive
526,2022-06-13,0.004530000000000002,neutral
527,2022-06-14,0.02023,neutral
528,2022-06-15,-0.10453000000000001,negative
529,2022-06-16,0.10147999999999999,positive
530,2022-06-17,0.0649,positive
531,2022-06-18,0.20475,positive
532,2022-06-19,0.03568571428571428,neutral
533,2022-06-20,0.14562,positive
534,2022-06-21,0.164875,positive
535,2022-06-22,0.048990000000000006,neutral
536,2022-06-23,-0.06513,negative
537,2022-06-24,0.12179,positive
538,2022-06-25,0.0,neutral
539,2022-06-26,0.08365714285714287,positive
540,2022-06-27,0.055522222222222216,positive
541,2022-06-28,0.16541,positive
542,2022-06-29,0.10271999999999999,positive
543,2022-06-30,0.19915,positive
544,2022-07-01,0.0,neutral
545,2022-07-02,0.07881428571428573,positive
546,2022-07-03,0.02633000000000001,neutral
547,2022-07-04,0.0036700000000000066,neutral
548,2022-07-05,-0.02469,neutral
549,2022-07-06,0.11205000000000001,positive
550,2022-07-07,0.0889,positive
551,2022-07-08,0.016866666666666665,neutral
552,2022-07-09,0.011775,neutral
553,2022-07-10,-0.0736,negative
554,2022-07-11,0.04774,neutral
555,2022-07-12,0.02842,neutral
556,2022-07-13,0.08377,positive
557,2022-07-14,0.0516,positive
558,2022-07-15,0.14871,positive
559,2022-07-16,-0.08224000000000001,negative
560,2022-07-17,0.10845555555555557,positive
561,2022-07-18,0.08423,positive
562,2022-07-19,0.10912999999999999,positive
563,2022-07-20,-0.09899999999999998,negative
564,2022-07-21,0.09780000000000001,positive
565,2022-07-22,-0.05781000000000001,negative
566,2022-07-23,-0.041987500000000004,neutral
567,2022-07-24,-0.046755555555555564,neutral
568,2022-07-25,0.14978,positive
569,2022-07-26,0.05527,positive
570,2022-07-27,0.09154,positive
571,2022-07-28,0.20819000000000001,positive
572,2022-07-29,0.08492,positive
573,2022-07-30,0.11895,positive
574,2022-07-31,0.08778999999999999,positive
575,2022-08-01,0.19532,positive
576,2022-08-02,0.08196,positive
577,2022-08-03,0.14676,positive
578,2022-08-04,-0.11261428571428571,negative
579,2022-08-05,0.18117,positive
580,2022-08-06,0.1468,positive
581,2022-08-07,0.04669,neutral
582,2022-08-08,0.03436363636363637,neutral
583,2022-08-09,-0.05913999999999999,negative
584,2022-08-10,-0.02157,neutral
585,2022-08-11,0.0069799999999999975,neutral
586,2022-08-12,0.0744,positive
587,2022-08-13,0.10228999999999999,positive
588,2022-08-14,0.0064285714285714345,neutral
589,2022-08-15,0.12607,positive
590,2022-08-16,0.11823000000000002,positive
591,2022-08-17,-0.11453000000000002,negative
592,2022-08-18,0.04019,neutral
593,2022-08-19,-0.007360000000000005,neutral
594,2022-08-20,0.10189999999999999,positive
595,2022-08-21,0.018555555555555554,neutral
596,2022-08-22,0.07346,positive
597,2022-08-23,0.25466,positive
598,2022-08-24,0.20636666666666667,positive
599,2022-08-25,0.15103333333333332,positive
600,2022-08-26,-0.04895000000000001,neutral
601,2022-08-27,-0.04990000000000001,neutral
602,2022-08-28,-0.05347777777777779,negative
603,2022-08-29,-0.07175555555555554,negative
604,2022-08-30,-0.06682222222222221,negative
605,2022-08-31,0.15985555555555556,positive
606,2022-09-01,0.12069,positive
607,2022-09-02,0.0615,positive
608,2022-09-03,0.14346,positive
609,2022-09-04,-0.008262500000000013,neutral
610,2022-09-05,0.09224,positive
611,2022-09-06,0.07702222222222223,positive
612,2022-09-07,-0.0128,neutral
613,2022-09-08,0.0016699999999999992,neutral
614,2022-09-09,0.07976000000000001,positive
615,2022-09-10,0.06324444444444445,positive
616,2022-09-11,-0.05,negative
617,2022-09-12,0.11237,positive
618,2022-09-13,0.07868888888888888,positive
619,2022-09-14,0.04598000000000001,neutral
620,2022-09-15,0.32881,positive
621,2022-09-16,-0.02117,neutral
622,2022-09-17,-0.21165555555555557,negative
623,2022-09-18,-0.1388285714285714,negative
624,2022-09-19,-0.017011111111111112,neutral
625,2022-09-20,0.2025,positive
626,2022-09-21,0.21259,positive
627,2022-09-22,0.15653,positive
628,2022-09-23,0.12226,positive
629,2022-09-24,0.30023,positive
630,2022-09-25,0.02732,neutral
631,2022-09-26,0.07874,positive
632,2022-09-27,-0.005969999999999998,neutral
633,2022-09-28,0.14471,positive
634,2022-09-29,0.03578,neutral
635,2022-09-30,0.05116250000000001,positive
636,2022-10-01,0.04455,neutral
637,2022-10-02,0.11362000000000001,positive
638,2022-10-03,0.11939999999999999,positive
639,2022-10-04,0.1399,positive
640,2022-10-05,0.07346000000000001,positive
641,2022-10-06,0.08939,positive
642,2022-10-07,-0.010620000000000001,neutral
643,2022-10-08,0.15719,positive
644,2022-10-09,0.14157,positive
645,2022-10-10,0.13152,positive
646,2022-10-11,-0.0003599999999999992,neutral
647,2022-10-12,0.21252,positive
648,2022-10-13,0.09516,positive
649,2022-10-14,0.13505,positive
650,2022-10-15,-0.2667,negative
651,2022-10-16,0.0074300000000000034,neutral
652,2022-10-17,0.07364,positive
653,2022-10-18,-0.0044100000000000025,neutral
654,2022-10-19,0.12551,positive
655,2022-10-20,0.07788,positive
656,2022-10-21,0.0006800000000000084,neutral
657,2022-10-22,0.10307999999999999,positive
658,2022-10-23,0.09331,positive
659,2022-10-24,0.09051000000000001,positive
660,2022-10-25,0.032988888888888894,neutral
661,2022-10-26,0.1308,positive
662,2022-10-27,-0.0021199999999999995,neutral
663,2022-10-28,0.14013,positive
664,2022-10-29,0.10584,positive
665,2022-10-30,0.14969000000000002,positive
666,2022-10-31,0.19953333333333334,positive
667,2022-11-01,0.11148,positive
668,2022-11-02,0.07391,positive
669,2022-11-03,-0.00015999999999999904,neutral
670,2022-11-04,-0.03182,neutral
671,2022-11-05,0.1372625,positive
672,2022-11-06,0.07051111111111112,positive
673,2022-11-07,0.017179999999999994,neutral
674,2022-11-08,0.0352,neutral
675,2022-11-09,0.04019,neutral
676,2022-11-10,0.0042899999999999995,neutral
677,2022-11-11,0.05458999999999999,positive
678,2022-11-12,0.11092222222222221,positive
679,2022-11-13,0.09942999999999999,positive
680,2022-11-14,0.05416,positive
681,2022-11-15,0.0765,positive
682,2022-11-16,0.005733333333333344,neutral
683,2022-11-17,0.09794,positive
684,2022-11-18,0.04404,neutral
685,2022-11-19,-0.0285,neutral
686,2022-11-20,0.12738,positive
687,2022-11-21,-0.06510999999999999,negative
688,2022-11-22,0.008133333333333333,neutral
689,2022-11-23,0.04994444444444444,neutral
690,2022-11-24,0.07815555555555556,positive
691,2022-11-25,-0.028489999999999998,neutral
692,2022-11-26,0.06254,positive
693,2022-11-27,0.07139,positive
694,2022-11-28,0.022988888888888875,neutral
695,2022-11-29,0.059955555555555554,positive
696,2022-11-30,0.003610000000000002,neutral
697,2022-12-01,0.1105,positive
698,2022-12-02,0.08066,positive
